customer_id,first_name,last_name,age,annual_income,credit_score,address,city,state,zip_code,property_type,property_value,loan_amount,down_payment,interest_rate,loan_term_years,origination_date,monthly_payment,current_balance,loan_status,days_delinquent
1317,Richard,Jones,51,35152,787,903 Harvey Point,Burtonfurt,GA,98383,Single Family,355000,249000,106000,5.32,30,9/19/2017,1385.8,217010.42,Default,348
1318,Christine,Richard,41,51400,670,22050 Melissa Shores,Jasminestad,NJ,33653,Condo,220000,165000,55000,6.65,30,8/16/2015,1059.24,137958.33,Current,0
1319,Eric,Garcia,48,44145,675,1016 Evan Haven Apt. 795,Ryanstad,CA,91111,Single Family,635000,525000,110000,6.64,30,12/15/2016,3366.84,450795.14,Current,0
1320,Sarah,Wise,43,54530,631,45561 Bridges Circles,West Amber,ME,17303,Single Family,1155000,703000,452000,7.23,30,12/17/2020,4786.17,651251.39,Current,0
1321,Michelle,Conley,45,61594,755,2145 Warren Square Apt. 901,Lake Dennisbury,PA,76079,Condo,400000,353000,47000,5.67,30,2/3/2020,2042.11,321818.33,Current,0
1322,Theresa,Stephenson,50,78030,782,9469 Green Ports,North Tina,OH,24665,Single Family,230000,181000,49000,5.44,30,9/27/2017,1020.89,157813.56,Current,0
1323,Lisa,Johnson,36,57800,756,99787 Morton Ridge Apt. 430,Nicholsville,WI,84494,Condo,165000,115000,50000,5.86,30,9/25/2016,679.17,98314.35,Current,0
1324,Nicole,Rogers,65,76363,850,71396 Williams Keys,Lake Michael,GA,76549,Single Family,410000,255000,155000,4.49,30,3/17/2019,1290.53,228661.81,Delinquent,77
1325,Angel,Miranda,34,61836,719,34414 Hunter Islands,South Joseph,MN,16226,Single Family,630000,414000,216000,6.2,30,7/8/2022,2535.62,394411.67,Current,0
1326,Jill,Anderson,32,22298,773,55699 Marilyn Fields,South Christinefort,IL,88453,Single Family,460000,420000,40000,5.53,30,11/10/2018,2392.63,374150,Current,0
1327,Martin,Bennett,56,37434,632,7702 Moore Mount Suite 760,Brownburgh,MA,33109,Single Family,360000,302000,58000,7.22,30,1/15/2021,2054.03,280174.91,Current,0
1328,Sarah,Martin,52,55712,689,588 Jared Spur Suite 512,New Shaneton,TX,17861,Condo,270000,186000,84000,6.4,30,10/31/2024,1163.44,184484.44,Delinquent,92
1329,Leah,Guerra,51,32701,775,56829 Lopez Crescent Suite 504,Thomasberg,OH,93702,Single Family,210000,131000,79000,5.12,30,5/2/2015,712.87,108887.69,Delinquent,41
1330,Michelle,Wise,51,80819,787,73574 Alicia Extensions Apt. 503,Lake Michaelview,TX,05770,Townhouse,550000,463000,87000,5.18,30,9/25/2015,2536.67,387976.85,Current,0
1331,Lisa,Lamb,44,128718,696,8078 James Orchard,Staceytown,FL,30759,Townhouse,570000,456000,114000,6.59,30,9/15/2016,2909.27,389626.67,Current,0
1332,Joseph,Martin,36,110126,714,2182 Jenny Mount Suite 810,Jordanberg,TX,33268,Single Family,165000,122000,43000,6.12,30,12/31/2022,740.89,117221.67,Current,0
1333,Kristin,Kim,45,53813,598,91570 Abigail Shoals Suite 094,Lewismouth,CA,98133,Single Family,800000,582000,218000,7.72,30,6/13/2016,4157.46,494753.89,Current,0
1334,Daniel,Jenkins,38,126167,691,3344 Mejia Skyway,Amandaport,TX,06604,Condo,485000,328000,157000,6.65,30,11/24/2021,2105.64,309048.89,Delinquent,116
1335,Monica,Rhodes,54,64494,791,2241 Susan Points,Jessehaven,IL,96347,Townhouse,730000,609000,121000,5.37,30,12/7/2020,3408.33,563888.89,Current,0
1336,Michele,Young,43,50587,766,85854 Sherry Unions,Thomasside,IL,09964,Single Family,185000,174000,11000,5.37,30,12/3/2020,973.81,161078.89,Current,0
1337,Jeffrey,Wallace,36,44060,760,321 Austin Junction Suite 020,Michelleton,MS,90163,Single Family,185000,122000,63000,5.87,30,11/28/2019,721.29,110844.91,Current,0
1338,Lisa,Mitchell,41,51471,723,016 Christopher Lock Apt. 997,Brianaland,VA,52237,Single Family,335000,271000,64000,6.37,30,9/8/2019,1689.8,245204.81,Current,0
1339,Steven,Goodman,49,49311,720,5381 Bradley Course Suite 174,New Robertburgh,AR,17928,Single Family,465000,348000,117000,5.96,30,9/2/2024,2077.49,344213.89,Current,0
1340,Kevin,Cole,39,65200,667,3329 Durham Lock Apt. 557,East Tina,IN,29092,Single Family,890000,673000,217000,6.71,20,5/17/2023,5101.26,639864.1,Default,409
1341,Laura,Ferguson,36,64880,775,17157 Singleton Haven Suite 992,Port Howard,TX,36748,Condo,515000,355000,160000,5.71,30,3/7/2017,2062.67,306171.06,Current,0
1342,Jeremy,Collins,47,59965,753,1581 Patel Locks,Chandlermouth,KY,15261,Single Family,320000,284000,36000,5.73,30,11/1/2017,1653.74,248079.26,Current,0
1343,Andrew,Stokes,47,74494,759,93827 Jones Fords Suite 695,North Sophiashire,DE,75811,Single Family,215000,166000,49000,5.24,20,2/22/2023,1117.65,156858.47,Current,0
1344,James,Harrison,39,108589,677,19719 Nguyen Court,Ballardfurt,MD,00870,Single Family,670000,529000,141000,6.46,30,10/30/2016,3329.74,453103.19,Current,0
1345,Mark,Conley,40,96257,580,46191 Murphy Rue Apt. 132,Taylormouth,KS,85940,Single Family,225000,159000,66000,7.95,30,7/1/2017,1161.15,137984.03,Current,0
1346,Michelle,Richardson,47,28497,807,27846 Gonzalez Springs,North Larry,UT,28052,Single Family,820000,544000,276000,4.82,30,1/8/2020,2860.76,495291.85,Current,0
1347,Tammy,Valentine,30,16698,681,9465 Brandi Ridge Suite 240,Lake Russell,PA,94510,Single Family,315000,198000,117000,6.61,30,9/29/2020,1265.85,182700.83,Delinquent,90
1348,Joshua,Joyce,30,95527,650,008 Rodriguez Haven Apt. 369,Victorburgh,MS,15020,Single Family,800000,680000,120000,7.1,30,3/30/2025,4569.82,679181.48,Current,0
1349,Darlene,Murray,37,30229,775,566 Graham Forest Apt. 723,Richardbury,WI,91756,Single Family,510000,341000,169000,5.76,30,3/16/2018,1992.15,300001.06,Current,0
1350,Ricardo,Campbell,42,53510,688,6242 Alexander Rue Apt. 276,Valerieland,MI,02304,Single Family,340000,286000,54000,6.54,30,5/15/2016,1815.24,242742.5,Current,0
1351,Tina,Reyes,48,33354,804,26796 Shawn Manors,Shannonville,CA,54680,Townhouse,280000,206000,74000,5.31,30,12/16/2021,1145.21,194307.59,Current,0
1352,Amanda,Rose,59,24319,769,5326 Becky Vista Apt. 846,Andrewton,FL,14519,Single Family,305000,227000,78000,5.84,30,1/31/2025,1337.72,226117.22,Default,477
1353,Sheila,Burch,53,78490,774,09751 Nixon Common Apt. 847,Lake Nathanielburgh,MA,45243,Single Family,450000,344000,106000,5.77,30,3/27/2020,2011.86,314457.41,Current,0
1354,Darrell,Montoya,43,87516,610,913 Mccoy Shore,New Alexandermouth,CA,27545,Single Family,375000,273000,102000,7.67,20,10/28/2016,2227.73,214210.21,Current,0
1355,Tara,Solis,44,44880,816,894 Rebecca Place,Torresshire,VA,59099,Townhouse,270000,172000,98000,4.55,30,6/8/2018,876.62,151989.07,Current,0
1356,Gregory,Taylor,34,16391,740,7879 Fisher Union,Micheleburgh,PA,19425,Single Family,335000,237000,98000,6.02,30,3/30/2022,1423.98,224689.17,Current,0
1357,Sydney,Wright,44,45564,690,2094 Brown Mountains Apt. 904,Lake Christine,FL,19766,Single Family,375000,312000,63000,6.78,30,12/29/2021,2029.85,294478.89,Current,0
1358,Joseph,Davidson,42,72831,731,7128 Melissa Harbors,New Jeffery,NY,95438,Condo,125000,104000,21000,6.03,20,4/14/2025,746.89,103920.56,Current,0
1359,Daniel,Sawyer,48,28582,580,94440 Cassandra Ramp Apt. 752,Collinberg,OK,85430,Single Family,455000,319000,136000,8.35,30,7/18/2022,2419,304054.26,Current,0
1360,Ryan,Spencer,36,65623,752,372 Matthew Corner Apt. 927,Audreymouth,VA,16654,Single Family,220000,167000,53000,5.94,30,10/28/2016,994.82,143024.68,Current,0
1361,Jessica,Garcia,50,59418,637,3723 Brown Greens Apt. 027,New Eduardo,TX,48834,Single Family,205000,137000,68000,7.37,30,7/12/2020,945.76,125913.15,Current,0
1362,Lee,Singleton,60,79989,611,4783 Vega Loaf Suite 428,Johnsonton,MO,43114,Single Family,155000,104000,51000,7.82,30,10/20/2016,750.11,89030.74,Current,0
1363,Catherine,Rosales,43,63563,598,47658 Connor Place Suite 694,Port Sarahport,PA,54388,Single Family,150000,91000,59000,7.83,30,3/6/2020,656.97,83096.48,Current,0
1364,William,Mitchell,49,36808,809,4149 Murray Spring Apt. 938,West Feliciashire,NJ,50141,Condo,185000,169000,16000,4.53,30,2/22/2018,859.31,148508.75,Current,0
1365,Paul,Hines,51,108911,669,258 Emily Village Apt. 061,North Tyler,NJ,86945,Single Family,255000,172000,83000,6.75,30,9/16/2021,1115.59,161512.78,Current,0
1366,Barbara,Nelson,40,55311,842,753 King Bypass,New Samantha,CA,68509,Condo,960000,652000,308000,4.84,30,7/12/2021,3436.6,610253.89,Default,206
1367,Jonathan,Whitehead,47,59062,677,109 Stephanie Route,Mcfarlandside,CA,89671,Single Family,280000,195000,85000,6.58,30,9/20/2020,1242.81,179851.39,Current,0
1368,Jeanne,Hernandez,45,37548,583,119 Nicholas Track,Bowersville,MO,36554,Condo,395000,255000,140000,7.92,30,3/17/2017,1856.9,220043.75,Current,0
1369,Aaron,Kim,45,47971,630,24471 Livingston Harbor,West Johnberg,FL,58619,Single Family,445000,367000,78000,7.14,30,10/28/2024,2476.26,363958.66,Current,0
1370,Sara,Potts,37,38469,818,542 Joshua Circle Suite 650,Port Travis,AZ,87417,Single Family,385000,241000,144000,5.27,30,2/19/2023,1333.8,232118.7,Current,0
1371,Amanda,Walker,45,54914,707,2717 Chelsey Fall Suite 128,Williamston,OK,26918,Single Family,350000,226000,124000,6.69,30,8/7/2016,1456.83,192696.39,Current,0
1372,Jennifer,Hayes,49,140907,676,91741 Charles Ports Suite 707,Cochranshire,AZ,83738,Townhouse,200000,165000,35000,6.58,30,4/19/2021,1051.61,153793.75,Delinquent,82
1373,Judy,Bailey,59,30153,732,006 Hernandez Isle,Port Aprilmouth,NY,19626,Single Family,750000,539000,211000,6.06,30,11/6/2016,3252.4,461843.15,Current,0
1374,Emily,Johnson,54,26721,760,087 Graham Vista Apt. 830,Shermanborough,NE,27604,Single Family,895000,759000,136000,5.53,30,7/5/2016,4323.82,645993.33,Current,0
1375,Michael,Brown,66,124940,809,719 Cook Hollow Suite 015,Lukemouth,WA,51515,Single Family,155000,123000,32000,5.15,30,10/10/2019,671.61,111474.44,Current,0
1376,Chad,Shaw,37,53924,835,74328 Tammy Shore Apt. 461,West Sheryl,MI,46792,Single Family,215000,148000,67000,4.8,30,7/17/2015,776.5,123538.89,Current,0
1377,Elizabeth,Young,53,42850,691,1732 James Stravenue Apt. 761,Powellfurt,CA,25142,Single Family,315000,261000,54000,6.72,30,7/4/2016,1687.64,222127.92,Current,0
1378,Mark,Vang,46,100705,613,8700 Brown Turnpike Apt. 613,South Andrewville,NH,87776,Single Family,225000,144000,81000,7.64,30,7/3/2018,1020.71,127413.33,Current,0
1379,Lee,Brooks,66,44231,686,829 Sandy Camp Apt. 707,Annafurt,TX,87310,Single Family,465000,366000,99000,7.21,30,11/21/2022,2486.84,350987.22,Current,0
1380,Melanie,Johnson,36,149194,740,20204 Stephen Extension,Tylerport,WI,32321,Single Family,250000,188000,62000,5.72,30,7/23/2018,1093.54,166519.26,Current,0
1381,Jennifer,Galvan,36,84033,642,17993 Linda Meadow,New Marieborough,MD,64714,Single Family,1070000,742000,328000,6.85,30,1/16/2016,4862.02,625650.28,Current,0
1382,Kevin,Combs,39,46913,643,651 Marc Underpass Apt. 092,West Patriciashire,IL,64583,Single Family,655000,531000,124000,7.1,30,1/22/2022,3568.49,501770.42,Current,0
1383,Kyle,Santos,23,176073,747,14262 Tran Mill Apt. 902,Lake Lee,TX,36401,Condo,405000,367000,38000,5.52,20,9/23/2020,2528.69,324310.76,Current,0
1384,Ricky,Moody,39,44229,716,962 Nichole Common,New Anthonyport,CT,57838,Single Family,605000,575000,30000,5.94,30,5/8/2016,3425.27,487844.91,Current,0
1385,Richard,Taylor,37,86773,722,21946 Schwartz Ford,Lopezside,NY,06914,Single Family,630000,512000,118000,5.96,30,2/26/2021,3056.54,475994.07,Current,0
1386,Kenneth,Mitchell,46,69539,659,487 Allen Extensions,Port Marciachester,LA,33545,Single Family,275000,204000,71000,6.79,30,6/6/2018,1328.57,180247.22,Current,0
1387,David,Gallegos,48,114791,701,279 Courtney Tunnel,New Nathan,AR,00901,Townhouse,240000,163000,77000,6.24,30,10/4/2017,1002.56,142172.22,Current,0
1388,Robert,Horton,63,130713,646,6083 David Pines Apt. 958,East Coreyburgh,IL,57293,Townhouse,375000,259000,116000,7.25,30,8/28/2018,1766.84,229838.52,Current,0
1389,Shelby,Taylor,54,60840,791,3403 Laura Spur,Lake Luke,FL,61263,Condo,555000,426000,129000,5.16,30,11/7/2018,2328.7,379435.83,Delinquent,54
1390,Erica,Thornton,39,41081,802,2200 Mitchell Mews Suite 597,South Jamie,OH,21289,Single Family,390000,284000,106000,5.09,30,3/17/2023,1540.23,273875.93,Current,0
1391,Raven,West,36,75357,580,08220 Robertson Cliffs,North Sandraborough,VA,08549,Single Family,165000,152000,13000,8.18,30,10/25/2021,1134.45,143006.67,Current,0
1392,Christina,Smith,49,42665,645,799 Barnes Summit,West Adambury,FL,08311,Single Family,240000,175000,65000,7,30,9/10/2022,1164.28,167238.43,Delinquent,91
1393,Kevin,Miller,31,163848,600,15313 Kane Lane Apt. 179,Traceyfurt,TN,98585,Single Family,350000,256000,94000,7.69,30,10/22/2022,1823.41,245143.7,Current,0
1394,Amy,Scott,63,64104,667,62397 Paul Dale Suite 354,West Samantha,CA,60629,Single Family,350000,257000,93000,6.95,30,8/25/2019,1701.21,232370.83,Current,0
1395,Aaron,Conley,56,49878,713,2090 Taylor Walk,Williamsberg,NE,69219,Condo,970000,866000,104000,5.89,30,6/9/2020,5131.02,794595.09,Current,0
1396,Justin,Dunn,40,65666,604,6253 Munoz Turnpike Apt. 983,New Elizabeth,CA,38390,Condo,180000,149000,31000,7.21,30,5/22/2024,1012.4,146668.43,Current,0
1397,Russell,Acosta,27,30529,646,8739 Hood Harbors,Beckerport,VA,27218,Condo,465000,379000,86000,7.21,30,3/1/2021,2575.17,352399.81,Current,0
1398,Bethany,Rose,58,36835,639,633 Hamilton Forges,Lake Jill,PA,54686,Single Family,765000,548000,217000,7.33,30,6/16/2017,3768.11,475187.04,Delinquent,33
1399,Diana,Rodriguez,43,109120,736,060 Vickie Street,Roberttown,NC,14973,Single Family,1130000,1001000,129000,6.39,30,7/5/2015,6254.76,835000.83,Current,0
1400,Steven,Roberts,57,43112,725,8671 Simpson Corner,Colonfurt,TX,38146,Single Family,295000,181000,114000,6.15,30,9/16/2018,1102.7,160779.95,Delinquent,42
1401,Scott,Turner,29,35474,662,632 Phillips Rue,Meganborough,NC,18942,Single Family,465000,421000,44000,7.1,30,6/30/2021,2829.25,393810.42,Current,0
1402,Jason,Williams,39,78302,734,74279 Tiffany Mountain,Kingtown,WA,37652,Condo,480000,374000,106000,5.96,30,10/24/2022,2232.71,358174.26,Current,0
1403,Thomas,Barnes,45,108321,676,625 Padilla Alley,Williamsmouth,OH,37113,Single Family,400000,296000,104000,6.82,30,3/29/2020,1933.64,270607.04,Current,0
1404,Rachel,Bauer,45,85774,698,5804 Mullins Square,Lake Hannah,UT,23708,Single Family,345000,267000,78000,6.8,30,4/22/2016,1740.64,226331.94,Current,0
1405,Laura,Bryant,40,98521,850,195 Zachary Spring,Lake Dannyburgh,MO,56357,Single Family,450000,375000,75000,4.08,30,1/7/2024,1807.65,366770.83,Current,0
1406,Gene,Rodriguez,51,41011,827,16579 Michael Extensions Apt. 832,Jonesside,CA,02305,Single Family,100000,60000,40000,4.88,30,5/10/2021,317.71,55983.33,Current,0
1407,Christopher,Stein,34,29410,616,81793 Luke Grove Suite 401,Garyview,MO,62528,Condo,510000,462000,48000,7.96,30,7/16/2021,3377.12,432504.72,Current,0
1408,Zachary,Carlson,43,126838,786,7788 Theodore Place Suite 795,Mitchellport,CA,69915,Single Family,385000,291000,94000,5.39,30,4/3/2021,1632.24,271020.69,Current,0
1409,Cynthia,Smith,46,50953,784,71162 Mullen Club,Melissaview,NY,09059,Condo,325000,234000,91000,5.69,30,7/13/2015,1356.65,195281.67,Current,0
1410,Matthew,Robertson,50,52817,628,41272 Abigail Road,Port Davidborough,MI,77372,Single Family,1010000,655000,355000,7.25,30,8/21/2019,4468.25,592107.87,Current,0
1411,Loretta,Allen,52,116320,785,6827 Fisher Street,New Meghanborough,NY,60063,Single Family,260000,196000,64000,5.34,30,2/17/2017,1093.27,168877.59,Current,0
1412,Karen,Thomas,33,79072,843,3103 Jenkins Junctions,New Wendy,AL,46093,Condo,295000,228000,67000,4.6,30,7/7/2017,1168.83,197927.22,Current,0
1413,Emily,Patterson,29,75203,630,9887 Torres Curve Suite 243,Mendozaville,CT,40241,Single Family,980000,726000,254000,6.91,30,2/15/2023,4786.29,699111.11,Current,0
1414,Jeffrey,Mendez,57,176752,646,4025 Bryant Expressway Apt. 842,North Marissa,MN,84944,Townhouse,240000,201000,39000,6.91,20,5/10/2017,1547.51,160423.12,Delinquent,71
1415,James,Allen,48,43401,801,223 Blake Island,North Kathryn,VA,29902,Single Family,275000,206000,69000,4.92,30,11/26/2021,1095.8,194116.85,Current,0
1416,Andrew,Butler,37,95218,741,4523 Elizabeth Key,East Ryanstad,KS,59397,Single Family,335000,314000,21000,6.08,30,12/14/2022,1898.77,301454.54,Current,0
1417,John,Beck,60,61606,764,7828 Martinez Burg,Rodgersmouth,MD,26836,Single Family,550000,445000,105000,5.79,20,10/27/2017,3134.44,360419.1,Current,0
1418,Thomas,Miller,46,68480,747,2752 Tara Plains Suite 474,Lake Sarahborough,OH,90735,Townhouse,400000,353000,47000,5.9,20,2/9/2022,2508.68,324294.24,Current,0
1419,Melissa,Villegas,56,128571,751,751 Mccullough Dam,Lake Louis,NY,36626,Single Family,190000,121000,69000,5.95,30,9/30/2015,721.57,101421.53,Current,0
1420,Charles,Jones,45,77182,613,0693 Howard Islands,East Matthewview,GA,63000,Condo,280000,207000,73000,7.54,30,4/18/2023,1453.05,199927.5,Current,0
1421,Robert,Fox,65,78366,803,398 Kimberly Trafficway,West Steven,LA,51697,Single Family,265000,190000,75000,5.35,30,7/21/2021,1060.99,177913.89,Current,0
1422,Crystal,Romero,62,102360,813,01871 Lee Island Apt. 562,South Normanport,FL,35843,Single Family,350000,280000,70000,4.98,30,5/25/2016,1499.68,237779.63,Current,0
1423,James,Mcneil,42,49887,701,6504 Bell Mission Apt. 376,East Jackborough,WA,21532,Single Family,450000,406000,44000,6.44,30,7/29/2018,2550.2,359723.52,Current,0
1424,Heather,Spencer,54,39356,716,2662 Douglas Hollow Suite 851,Dianemouth,CA,63461,Single Family,445000,279000,166000,6.18,30,8/18/2022,1705.17,266328.75,Current,0
1425,Troy,Myers,51,35511,597,06462 Page Throughway Apt. 326,Port Scottbury,IA,29410,Single Family,150000,94000,56000,7.92,20,7/15/2018,781.58,77837.22,Delinquent,78
1426,John,Harrison,58,22400,761,704 Snyder Streets Suite 300,Angelaberg,AZ,57927,Condo,615000,552000,63000,5.57,30,8/7/2019,3158.48,498640,Current,0
1427,Diana,Reid,35,167394,765,4714 White Spurs,Brianland,FL,17997,Single Family,410000,277000,133000,5.8,30,3/26/2017,1625.31,239143.33,Current,0
1428,Adam,Zavala,51,34489,715,14719 Perkins Port,Holmestown,RI,02748,Single Family,725000,605000,120000,6.02,30,7/19/2022,3635.06,576682.64,Current,0
1429,Karen,King,55,53604,809,7158 Megan Estates Apt. 257,Lake Sarah,FL,31227,Single Family,450000,356000,94000,4.81,30,10/31/2015,1869.96,298908.15,Current,0
1430,Kayla,Smith,27,52135,693,2045 Fields Knolls,Benjaminville,CA,85071,Single Family,630000,562000,68000,6.67,30,10/14/2017,3615.29,490449.07,Current,0
1431,Daniel,Kramer,33,69822,765,4818 Katie Falls,North Patrick,MI,64189,Single Family,455000,293000,162000,5.58,30,6/30/2019,1678.36,264161.2,Current,0
1432,Ronald,Cooper,24,90027,638,285 Serrano Spur,Port Paulshire,AL,50908,Single Family,710000,458000,252000,7.16,30,5/10/2023,3096.46,442818.15,Current,0
1433,Gregory,Quinn,42,92064,718,5189 Morrow Bridge Apt. 845,Port Jeffreyton,CA,29189,Single Family,470000,374000,96000,6.39,30,5/14/2020,2336.94,342712.13,Current,0
1434,Susan,Fuller,52,44733,706,5213 Wesley Village Apt. 898,North Deborahfort,TN,72819,Single Family,345000,321000,24000,6.25,30,3/22/2018,1976.45,282494.86,Default,453
1435,April,Ingram,60,55074,738,7112 Timothy Inlet,Campbellfurt,PA,67308,Single Family,1130000,842000,288000,5.91,30,4/13/2021,4999.6,784580.28,Current,0
1436,Brent,Moss,45,68961,690,79852 Johnson Via Apt. 322,Kentbury,UT,84634,Single Family,565000,404000,161000,6.85,30,5/31/2018,2647.25,356847.96,Default,294
1437,John,Cook,61,52873,709,2321 Vazquez Tunnel,Salazarstad,TX,19466,Single Family,485000,394000,91000,6.64,30,2/15/2022,2526.73,372749.54,Current,0
1438,Melinda,Williams,31,133743,786,07603 Antonio Shoals,Mendozaberg,OH,14895,Single Family,190000,176000,14000,5.64,30,3/21/2016,1014.82,148931.85,Current,0
1439,Stephen,Payne,27,76534,685,1401 Contreras Throughway,Herrerastad,CA,35585,Single Family,190000,170000,20000,6.58,30,11/27/2018,1083.48,151575.46,Current,0
1440,Laurie,Li,44,86460,591,93932 Johnson Drive,East Justin,SC,95035,Townhouse,420000,398000,22000,8.1,30,8/25/2023,2948.18,386778.61,Current,0
1441,Elizabeth,Thompson,48,83403,850,552 William Cliff Apt. 908,South Yvette,TX,49106,Condo,390000,237000,153000,4.31,30,5/4/2019,1174.24,213047.64,Delinquent,37
1442,Vanessa,Maxwell,44,107660,830,342 Teresa Courts,West Jody,SD,68924,Condo,265000,169000,96000,4.58,30,5/21/2018,864.35,149197.27,Current,0
1443,Caitlin,Marshall,24,65546,616,759 Scott Coves,Trujilloberg,MS,33899,Single Family,390000,317000,73000,7.06,30,5/9/2020,2121.8,290407.22,Current,0
1444,Stephanie,Dominguez,44,31307,775,6638 Rick Trace,South Robertside,FL,90928,Condo,800000,710000,90000,5.81,30,8/29/2021,4170.47,666118.06,Current,0
1445,Patricia,Welch,31,73119,679,71827 Bush Point Apt. 157,South David,TX,13455,Condo,515000,360000,155000,6.54,30,6/25/2017,2284.92,312316.67,Current,0
1446,Cheyenne,Cain,51,43231,741,4794 Perez Lodge,Jaredfurt,OR,36127,Condo,205000,140000,65000,5.89,30,10/19/2023,829.5,136409.26,Current,0
1447,Jennifer,Brown,48,45968,743,3175 Alexander Spring Suite 167,Stephensonmouth,WV,86784,Single Family,345000,302000,43000,5.7,30,10/13/2020,1752.81,278860.65,Current,0
1448,William,Parsons,35,80272,701,26691 Calvin Flat,Wallacefurt,CA,68197,Single Family,240000,149000,91000,6.57,30,7/5/2020,948.65,136893.75,Current,0
1449,Maria,Ellis,39,111206,657,96136 Ramirez Station Suite 657,Coxmouth,FL,41161,Condo,300000,219000,81000,6.93,30,3/11/2025,1446.73,218543.75,Current,0
1450,Amy,Carter,34,60514,664,8427 David Overpass Suite 320,Andersonhaven,FL,98333,Single Family,295000,229000,66000,6.65,30,11/13/2021,1470.1,215652.27,Current,0
1451,Phyllis,Williams,44,69872,646,017 Teresa Light,East Jay,SC,53416,Single Family,285000,227000,58000,7.23,30,5/20/2022,1545.46,215744.58,Current,0
1452,Julia,Gonzalez,54,140240,653,49911 Sparks Flats Suite 778,New James,CT,03161,Single Family,195000,167000,28000,6.77,30,3/3/2019,1085.38,149642.82,Current,0
1453,Thomas,Williams,35,67533,714,588 Stephanie Bypass Suite 167,Rachelside,CA,08754,Single Family,340000,246000,94000,6.1,30,6/25/2019,1490.75,221730.28,Current,0
1454,Jonathon,Mahoney,50,219881,662,7700 Angela Wall Suite 276,Brooksport,WY,74839,Single Family,275000,224000,51000,6.52,30,10/31/2023,1418.78,218379.26,Current,0
1455,John,Robertson,39,79440,774,6719 Keller Spur,South Donald,AZ,14541,Single Family,85000,68000,17000,5.2,30,6/19/2016,373.4,57825.19,Current,0
1456,Dana,Hays,37,24825,838,8280 Baker Ramp Suite 954,New Deniseport,TX,32118,Single Family,1010000,800000,210000,4.69,30,5/5/2021,4144.3,746259.26,Current,0
1457,Katie,Daniels,43,87262,673,09025 Pacheco Prairie Apt. 561,Williamsborough,IN,37569,Single Family,625000,515000,110000,6.4,30,7/8/2019,3221.36,464501.39,Current,0
1458,Adrienne,King,34,72445,739,5650 John Rue Suite 911,Andreaburgh,TX,33544,Single Family,300000,207000,93000,5.64,30,4/15/2018,1193.57,182399.58,Current,0
1459,Courtney,Mullins,39,114105,759,52085 Steven Way Suite 986,Gileschester,NJ,32521,Single Family,365000,230000,135000,5.68,30,11/11/2019,1332.01,208788.89,Current,0
1460,Joshua,Lee,33,83834,757,79056 Morris Courts Suite 135,South Andrew,TX,99819,Single Family,200000,128000,72000,5.6,30,4/2/2017,734.82,110548.15,Current,0
1461,Chris,Kelly,64,55869,726,529 Cox Mews Apt. 718,South Ashley,VT,88115,Single Family,845000,573000,272000,6.51,30,10/26/2022,3625.52,548806.67,Current,0
1462,Justin,Norman,45,32463,779,4049 Ballard Road,West Tonya,AL,73371,Condo,935000,725000,210000,5.79,30,10/6/2016,4249.34,620177.08,Current,0
1463,Joseph,Glenn,38,53932,758,919 Nelson Port,Lake Richard,CA,80926,Single Family,390000,349000,41000,5.52,20,5/23/2022,2404.67,323115.83,Current,0
1464,Luis,Rivera,47,39134,620,3514 Reynolds Plains Suite 366,East Robert,FL,75790,Single Family,605000,511000,94000,7.59,30,11/28/2018,3604.53,455641.67,Current,0
1465,Amber,Martinez,43,44790,789,878 Nicole Road Apt. 973,Sanchezberg,NC,69958,Single Family,395000,346000,49000,5.44,30,2/21/2017,1951.54,298184.72,Current,0
1466,Devon,Richardson,42,80361,790,8969 Alexa Lakes Suite 232,Stewarthaven,TX,24480,Condo,185000,134000,51000,5.16,20,2/4/2023,896.23,126453.19,Current,0
1467,Jesse,Preston,51,137992,658,6513 Adams Heights Apt. 493,Lake Coltonland,MI,82751,Single Family,295000,219000,76000,6.69,30,3/29/2021,1411.71,203913.33,Default,430
1468,Heather,Paul,52,72936,723,12303 Marshall Points Suite 603,North Alanton,NY,65648,Single Family,385000,284000,101000,6.14,30,2/3/2020,1728.37,258913.33,Current,0
1469,Jasmine,Kline,39,32927,774,2044 Dawn Canyon,Melissamouth,CT,69749,Single Family,290000,193000,97000,5.45,20,1/3/2021,1322.18,171917.43,Current,0
1470,Caleb,Hughes,39,74780,703,01594 Rachel Lodge Suite 162,Jamesberg,TN,00942,Single Family,325000,202000,123000,6.32,30,12/11/2022,1252.96,193901.3,Current,0
1471,Rick,Beltran,42,108914,805,98189 Crawford Course,West Mary,WA,20043,Condo,345000,278000,67000,5.17,30,9/2/2018,1521.38,246763.61,Current,0
1472,Amy,Crawford,22,44139,850,155 Shaffer Summit,Cindymouth,FL,03066,Condo,350000,331000,19000,4.35,30,12/14/2016,1647.76,284200.28,Delinquent,117
1473,Robert,Jimenez,29,55994,657,3212 Tara Mill,Alvarezburgh,MN,43410,Single Family,370000,244000,126000,6.77,30,6/24/2020,1585.82,224050.74,Current,0
1474,Jamie,Glass,58,60315,609,9078 Lyons Creek Suite 867,Kevinside,CA,90893,Single Family,215000,133000,82000,7.65,30,8/7/2015,943.65,111147.36,Default,393
